Player,Player Rating,Player Nationality,Player Side,Player Result,Player First Move,Opponent,Opponent Rating,Opponent Nationality,Opponent Side,Opponent Result,Opponent First Move,Variation,Termination,Moves,Date
Dontmesswithme_2,1964,United States of America,White,Win,c4,jgabrielmartinez5,1959,Mexico,Black,Timeout,c5,Opening Symmetrical Variation 2.Nc3,Dontmesswithme_2 won on time,43.0,2018.09.05
Dontmesswithme_2,1956,United States of America,Black,Resigned,d6,Speelman4u,1984,Belgium,White,Win,e4,Defense Anti Philidor Lions Cave Variation,Speelman4u won by resignation,23.0,2018.09.06
Dontmesswithme_2,1949,United States of America,White,Resigned,c4,AiMiC,2007,Jamaica,Black,Win,g6,Opening Great Snake Variation 2.Nc3 Bg7,AiMiC won by resignation,23.0,2018.09.06
Dontmesswithme_2,1940,United States of America,White,Resigned,c4,vaxpy,1929,Mexico,Black,Win,c5,Opening Symmetrical Two Knights Variation,vaxpy won by resignation,24.0,2018.09.06
Dontmesswithme_2,1948,United States of America,Black,Win,d6,vaxpy,1921,Mexico,White,Resigned,f4,Opening,Dontmesswithme_2 won by resignation,16.0,2018.09.06
Dontmesswithme_2,1939,United States of America,White,Resigned,c4,vaxpy,1930,Mexico,Black,Win,c5,Opening Symmetrical Two Knights Fianchetto Variation,vaxpy won by resignation,33.0,2018.09.06
Dontmesswithme_2,1931,United States of America,White,Resigned,c4,yabbos,1968,France,Black,Win,Nf6,Opening Anglo Indian Queens Knight Variation 2...g6 3.g3,yabbos won by resignation,27.0,2018.09.06
Dontmesswithme_2,1923,United States of America,Black,Resigned,d6,DaleEhrlich,1955,International,White,Win,e4,Defense 2.d4 Nf6,DaleEhrlich won by resignation,19.0,2018.09.07
Dontmesswithme_2,1916,United States of America,White,Resigned,c4,jovipellazgjiku,1991,United States of America,Black,Win,g6,Opening Great Snake Variation 2.Nc3 Bg7,jovipellazgjiku won by resignation,21.0,2018.09.07
Dontmesswithme_2,1926,United States of America,Black,Win,e5,jovipellazgjiku,1981,United States of America,White,Resigned,c4,Opening Reversed Sicilian Variation,Dontmesswithme_2 won by resignation,45.0,2018.09.07
Dontmesswithme_2,1917,United States of America,White,Timeout,c4,jennifervasquez,1918,Ecuador,Black,Win,f5,Opening Anglo Dutch Defense,jennifervasquez won on time,42.0,2018.09.07
Dontmesswithme_2,1924,United States of America,Black,Win,c5,ruk4y1,1882,Germany,White,Timeout,Nf3,Opening Sicilian Invitation,Dontmesswithme_2 won on time,43.0,2018.09.07
Dontmesswithme_2,1932,United States of America,Black,Win,d6,timayus,1913,Peru,White,Resigned,e4,Defense 2.Nc3 Nf6,Dontmesswithme_2 won by resignation,16.0,2018.09.07
Dontmesswithme_2,1924,United States of America,White,Resigned,c4,timayus,1921,Peru,Black,Win,c5,Opening Symmetrical Variation 2.Nc3 Nf6,timayus won by resignation,39.0,2018.09.07
Dontmesswithme_2,1931,United States of America,White,Win,c4,grs_mys,1885,United States of America,Black,Checkmated,g6,Defense with 1 d4 2.c4 Bg7 3.Nc3,Dontmesswithme_2 won by checkmate,27.0,2018.09.07
Dontmesswithme_2,1922,United States of America,Black,Checkmated,c5,grs_mys,1894,United States of America,White,Win,e4,Defense Alapin Variation 2...d5 3.exd5,grs_mys won by checkmate,22.0,2018.09.07
Dontmesswithme_2,1931,United States of America,Black,Win,d6,chesvik,1939,International,White,Checkmated,e4,Defense Harmonist Variation,Dontmesswithme_2 won by checkmate,21.0,2018.09.07
Dontmesswithme_2,1940,United States of America,White,Win,d4,GA25,1971,United States of America,Black,Resigned,d6,Game Tartakower Defense,Dontmesswithme_2 won by resignation,24.0,2018.09.07
Dontmesswithme_2,1933,United States of America,White,Timeout,Na3,euchess25,2004,Philippines,Black,Win,e6,Attack,euchess25 won on time,64.0,2018.09.07
Dontmesswithme_2,1941,United States of America,White,Win,Nc3,culiacan1983,1936,Mexico,Black,Resigned,b6,Geet Opening,Dontmesswithme_2 won by resignation,34.0,2018.09.07
Dontmesswithme_2,1949,United States of America,Black,Win,d5,Ynfinit0,1927,Argentina,White,Checkmated,e4,Defense Modern Variation,Dontmesswithme_2 won by checkmate,30.0,2018.09.07
Dontmesswithme_2,1943,United States of America,Black,Timeout,e6,Lord_D,2032,United States of America,White,Win,d4,Pawn Opening English Defense 3.Nc3 Bb7,Lord_D won on time,35.0,2018.09.07
Dontmesswithme_2,1799,United States of America,White,Timeout,c4,erbionico,1833,Italy,Black,Win,e6,Opening Agincourt Defense,erbionico won on time,59.0,2018.09.07
Dontmesswithme_2,1936,United States of America,Black,Resigned,d6,BetoGonz13_LoboMX,1977,Mexico,White,Win,Nf3,Opening Pirc Invitation,BetoGonz13_LoboMX won by resignation,14.0,2018.09.07
Dontmesswithme_2,1945,United States of America,White,Win,c4,fatcowhead,1985,United States of America,Black,Resigned,e6,Opening Agincourt Defense,Dontmesswithme_2 won by resignation,30.0,2018.09.07
Dontmesswithme_2,1936,United States of America,Black,Resigned,c5,melvo89,1912,South Africa,White,Win,e4,Defense 2.Nf3 d6,melvo89 won by resignation,38.0,2018.09.07
Dontmesswithme_2,1928,United States of America,Black,Timeout,c5,alessio_padovani,1948,Italy,White,Win,e4,Defense Wing Marshall Carlsbad Variation,alessio_padovani won on time,50.0,2018.09.07
Dontmesswithme_2,1920,United States of America,White,Timeout,c4,alessio_padovani,1956,Italy,Black,Win,f5,Opening Anglo Dutch Defense,alessio_padovani won on time,45.0,2018.09.07
Dontmesswithme_2,1927,United States of America,Black,Win,c5,Whatever_this_is,1864,United States of America,White,Resigned,e4,Defense Delayed Alapin Variation 3...Nf6,Dontmesswithme_2 won by resignation,31.0,2018.09.07
Dontmesswithme_2,1935,United States of America,White,Win,c4,jardielbr,1906,Mexico,Black,Resigned,c5,Opening Symmetrical Two Knights Fianchetto Variation 3...e6,Dontmesswithme_2 won by resignation,36.0,2018.09.07
Dontmesswithme_2,1929,United States of America,White,Timeout,c4,smis71,2044,Canada,Black,Win,e5,Opening Kings English Variation,smis71 won on time,30.0,2018.09.07
Dontmesswithme_2,1936,United States of America,Black,Win,d6,christianaguero,1879,Peru,White,Resigned,e4,Defense Anti Philidor Lions Cave Variation 5.Nf3 exd4,Dontmesswithme_2 won by resignation,15.0,2018.09.07
Dontmesswithme_2,1928,United States of America,White,Resigned,c4,DartFox,1942,Brazil,Black,Win,Nf6,Opening Two Knights Variation,DartFox won by resignation,7.0,2018.09.07
Dontmesswithme_2,1938,United States of America,Black,Win,d6,chessprince1982,1999,United States of America,White,Timeout,b3,Larsen Attack,Dontmesswithme_2 won on time,25.0,2018.09.07
Dontmesswithme_2,1946,United States of America,White,Win,e3,Ragari,1946,Spain,Black,Resigned,c5,Kruijs Opening,Dontmesswithme_2 won by resignation,13.0,2018.09.07
Dontmesswithme_2,1954,United States of America,White,Win,e3,trmke84,1935,Serbia,Black,Resigned,d5,Opening Dutch Variation 2.e3,Dontmesswithme_2 won by resignation,27.0,2018.09.07
Dontmesswithme_2,1947,United States of America,Black,Resigned,f5,angelo22221,2020,France,White,Win,g3,Fianchetto Opening Dutch Defense,angelo22221 won by resignation,12.0,2018.09.07
Dontmesswithme_2,1954,United States of America,White,Win,e3,Juggernupe,1918,United States of America,Black,Resigned,e5,Kruijs Opening 1...e5,Dontmesswithme_2 won by resignation,8.0,2018.09.08
Dontmesswithme_2,1961,United States of America,Black,Win,d6,Juggernupe,1911,United States of America,White,Resigned,e4,Defense,Dontmesswithme_2 won by resignation,30.0,2018.09.08
Dontmesswithme_2,1954,United States of America,White,Resigned,e3,percyrem,2019,United Kingdom of Great Britain and Northern Ireland,Black,Win,c5,Kruijs Opening,percyrem won by resignation,29.0,2018.09.08
Dontmesswithme_2,1946,United States of America,Black,Resigned,f5,NADER1977,1957,Turkey,White,Win,d4,Defense Classical Rubinstein Variation,NADER1977 won by resignation,9.0,2018.09.08
Dontmesswithme_2,1955,United States of America,White,Win,e3,prakriti29,1978,Canada,Black,Resigned,e5,Kruijs Opening 1...e5,Dontmesswithme_2 won by resignation,15.0,2018.09.08
Dontmesswithme_2,1948,United States of America,Black,Resigned,c5,tacticlon,1996,United States of America,White,Win,e4,Defense Smith Morra Gambit Declined Scandinavian Formation,tacticlon won by resignation,18.0,2018.09.08
Dontmesswithme_2,1956,United States of America,White,Win,f4,Ashk4,1954,Germany,Black,Checkmated,Nc6,Opening,Dontmesswithme_2 won by checkmate,47.0,2018.09.08
Dontmesswithme_2,1948,United States of America,Black,Resigned,c5,afshinansar1,1959,United Kingdom of Great Britain and Northern Ireland,White,Win,e4,Defense 2.Nf3 d6,afshinansar1 won by resignation,20.0,2018.09.08
Dontmesswithme_2,1956,United States of America,White,Win,e3,afshinansar1,1951,United Kingdom of Great Britain and Northern Ireland,Black,Resigned,c5,Kruijs Opening,Dontmesswithme_2 won by resignation,29.0,2018.09.08
Dontmesswithme_2,1949,United States of America,Black,Resigned,f5,Mombata,1990,Germany,White,Win,c4,Opening Anglo Dutch Defense 2.Nc3,Mombata won by resignation,21.0,2018.09.08
Dontmesswithme_2,1948,United States of America,Black,Draw by timeout vs insufficient material,e6,GeorgeWeah,1909,Greece,White,Draw by timeout vs insufficient material,e4,Defense Exchange Variation 3...exd5 4.Bd3 Bd6 5.Nf3,Game drawn by timeout vs insufficient material,55.0,2018.09.08
Dontmesswithme_2,1939,United States of America,Black,Timeout,e6,gorml,1922,Russian Federation,White,Win,e4,Defense Winawer Advance Variation 4...Ne7,gorml won on time,41.0,2018.09.08
Dontmesswithme_2,1946,United States of America,White,Win,c4,Dzemelouk,1888,France,Black,Timeout,Nf6,Opening Anglo Indian Queens Knight Variation,Dontmesswithme_2 won on time,44.0,2018.09.08
Dontmesswithme_2,1937,United States of America,Black,Resigned,e6,Dzemelouk,1897,France,White,Win,Nf3,Opening Queens Gambit Invitation,Dzemelouk won by resignation,20.0,2018.09.08
Dontmesswithme_2,1944,United States of America,White,Win,d4,Dzemelouk,1890,France,Black,Checkmated,Nf6,Game Accelerated Variation,Dontmesswithme_2 won by checkmate,37.0,2018.09.08
Dontmesswithme_2,1952,United States of America,White,Win,d4,usaatov,1919,Uzbekistan,Black,Checkmated,d5,Gambit Declined Albin Countergambit 3.dxe5 d4 4.a3,Dontmesswithme_2 won by checkmate,30.0,2018.09.08
Dontmesswithme_2,1944,United States of America,Black,Resigned,e6,seriez7,1959,United States of America,White,Win,c4,Opening Agincourt Defense,seriez7 won by resignation,31.0,2018.09.08
Dontmesswithme_2,1938,United States of America,White,Resigned,d4,maroum64,2027,France,Black,Win,e6,Pawn Opening Horwitz Defense,maroum64 won by resignation,31.0,2018.09.08
Dontmesswithme_2,1945,United States of America,Black,Win,g6,alexasor,1888,Norway,White,Resigned,e4,Defense Standard Two Knights Variation,Dontmesswithme_2 won by resignation,13.0,2018.09.08
Dontmesswithme_2,1936,United States of America,Black,Timeout,e6,MC680659,1912,Catalonia,White,Win,e4,Defense Knight Variation 2...d5,MC680659 won on time,43.0,2018.09.08
Dontmesswithme_2,1927,United States of America,White,Resigned,c4,Benny1977,1909,Kosovo,Black,Win,e6,Opening Agincourt Defense,Benny1977 won by resignation,15.0,2018.09.09
Dontmesswithme_2,1935,United States of America,Black,Win,c5,Benny1977,1901,Kosovo,White,Timeout,e4,Defense Open Najdorf Variation 6.Bg5 e6 7.f4 Nbd7,Dontmesswithme_2 won on time,52.0,2018.09.09
Dontmesswithme_2,1945,United States of America,Black,Win,c5,estebandel,2019,Mexico,White,Resigned,e4,Defense Open Najdorf Variation 6.Bg5 e6 7.f4 Qc7 8.Bxf6,Dontmesswithme_2 won by resignation,15.0,2018.09.09
Dontmesswithme_2,1937,United States of America,White,Checkmated,d4,Augion,1959,United States of America,Black,Win,d5,Defense Modern Exchange Variation 5.Nc3,Augion won by checkmate,44.0,2018.09.09
Dontmesswithme_2,1929,United States of America,White,Checkmated,b3,Batangpinoy2,1929,Philippines,Black,Win,e5,Larsen Attack Modern Variation 2.Bb2 Nc6 3.e3,Batangpinoy2 won by checkmate,29.0,2018.09.09
Dontmesswithme_2,1937,United States of America,Black,Win,c5,SamsungJ7Prise,1910,United States of America,White,Timeout,e4,Defense Open Najdorf Opocensky Variation...7.Nb3 Be7 8.Be3 Be6,Dontmesswithme_2 won on time,30.0,2018.09.09
Dontmesswithme_2,1945,United States of America,White,Win,c4,PaulLaurance,1937,Australia,Black,Resigned,c5,Opening Symmetrical Fianchetto Rubinstein Variation,Dontmesswithme_2 won by resignation,21.0,2018.09.09
Dontmesswithme_2,1937,United States of America,Black,Resigned,c5,abhaypathak,1952,India,White,Win,e4,Defense Open Scheveningen Sozin Attack 6...a6,abhaypathak won by resignation,32.0,2018.09.09
Dontmesswithme_2,1930,United States of America,White,Checkmated,d4,arg2007,1989,Argentina,Black,Win,c5,Pawn Opening Horwitz Defense 2.c4 c5 3.d5,arg2007 won by checkmate,37.0,2018.09.09
Dontmesswithme_2,1921,United States of America,White,Checkmated,d4,youwillneverknow,1898,United States of America,Black,Win,d5,Gambit Declined,youwillneverknow won by checkmate,45.0,2018.09.09
Dontmesswithme_2,1930,United States of America,Black,Win,c5,bmmg27-McAttack,1952,Nicaragua,White,Resigned,e4,Defense Open Najdorf Dekker Gambit,Dontmesswithme_2 won by resignation,29.0,2018.09.09
Dontmesswithme_2,1939,United States of America,White,Win,d4,bmmg27-McAttack,1943,Nicaragua,Black,Resigned,Nf6,Defense Adler Variation,Dontmesswithme_2 won by resignation,19.0,2018.09.09
Dontmesswithme_2,1932,United States of America,Black,Resigned,g6,Alabes,1971,Kazakhstan,White,Win,e4,Defense Standard Pseudo Austrian Attack,Alabes won by resignation,21.0,2018.09.09
Dontmesswithme_2,1924,United States of America,Black,Resigned,f5,almak0,1929,Sudan,White,Win,d4,Defense Classical Rubinstein Variation,almak0 won by resignation,18.0,2018.09.09
Dontmesswithme_2,1916,United States of America,White,Resigned,b3,almak0,1937,Sudan,Black,Win,d5,Larsen Attack Classical Variation 2.Bb2,almak0 won by resignation,23.0,2018.09.09
Dontmesswithme_2,1924,United States of America,Black,Win,e6,Ashish_999,1911,India,White,Abandoned,e4,Defense,Dontmesswithme_2 won - game abandoned,1.0,2018.09.09
Dontmesswithme_2,1931,United States of America,White,Win,b3,JezryKindipan,1889,Philippines,Black,Checkmated,c5,Larsen Attack English Variation,Dontmesswithme_2 won by checkmate,35.0,2018.09.09
Dontmesswithme_2,1940,United States of America,White,Win,b3,Rehder,1950,Uruguay,Black,Resigned,d5,Larsen Attack Classical Variation 2.Bb2,Dontmesswithme_2 won by resignation,28.0,2018.09.09
Dontmesswithme_2,1932,United States of America,Black,Resigned,f5,serebro37,1957,Suriname,White,Win,Nf3,Opening Dutch Variation,serebro37 won by resignation,31.0,2018.09.09
Dontmesswithme_2,1923,United States of America,Black,Resigned,e6,lostlivio,1919,United States of America,White,Win,e4,Defense Knight Variation,lostlivio won by resignation,32.0,2018.09.09
Dontmesswithme_2,1931,United States of America,White,Win,b3,abdullahbutt,1908,Pakistan,Black,Timeout,e5,Larsen Attack Modern Variation 2.Bb2 d6,Dontmesswithme_2 won on time,52.0,2018.09.09
Dontmesswithme_2,1924,United States of America,White,Resigned,c4,Ieysaaisrubbish,1988,United Kingdom of Great Britain and Northern Ireland,Black,Win,Nf6,Opening Anglo Indian Defense,Ieysaaisrubbish won by resignation,1.0,2018.09.09
Dontmesswithme_2,1932,United States of America,White,Win,b3,tiranamen,1895,Philippines,Black,Resigned,g6,Larsen Attack,Dontmesswithme_2 won by resignation,37.0,2018.09.09
Dontmesswithme_2,1940,United States of America,Black,Win,d6,davidr97,1936,"Macedonia, the former Yugoslav Republic of",White,Resigned,e4,Defense Modern Defense Geller System,Dontmesswithme_2 won by resignation,24.0,2018.09.09
Dontmesswithme_2,1932,United States of America,Black,Timeout,e6,bearnow,1964,United States of America,White,Win,e4,Defense Normal Variation,bearnow won on time,54.0,2018.09.09
Dontmesswithme_2,1941,United States of America,White,Win,d4,bearnow,1955,United States of America,Black,Timeout,d5,Gambit Accepted Central Variation,Dontmesswithme_2 won on time,38.0,2018.09.09
Dontmesswithme_2,1949,United States of America,Black,Win,f5,saajanheikrujam,1913,Indonesia,White,Checkmated,d4,Defense Hopton Attack,Dontmesswithme_2 won by checkmate,65.0,2018.09.09
Dontmesswithme_2,1948,United States of America,White,Draw by timeout vs insufficient material,d4,saajanheikrujam,1914,Indonesia,Black,Draw by timeout vs insufficient material,d5,Gambit Declined Marshall Defense 3.Nc3,Game drawn by timeout vs insufficient material,60.0,2018.09.09
Dontmesswithme_2,1955,United States of America,Black,Win,e6,saajanheikrujam,1907,Indonesia,White,Checkmated,d4,Pawn Opening Horwitz Defense,Dontmesswithme_2 won by checkmate,36.0,2018.09.09
Dontmesswithme_2,1962,United States of America,White,Win,d4,saajanheikrujam,1900,Indonesia,Black,Timeout,Nf6,Attack 2...Ne4 3.Bf4,Dontmesswithme_2 won on time,45.0,2018.09.09
Dontmesswithme_2,1953,United States of America,Black,Timeout,e6,saajanheikrujam,1909,Indonesia,White,Win,d4,Pawn Opening Horwitz Defense,saajanheikrujam won on time,42.0,2018.09.09
Dontmesswithme_2,1960,United States of America,White,Win,b3,mr_gay,1904,Norway,Black,Checkmated,e5,Larsen Attack Modern Variation 2.Bb2 Nc6 3.e3,Dontmesswithme_2 won by checkmate,30.0,2018.09.09
Dontmesswithme_2,1951,United States of America,Black,Resigned,g6,dnetherly,1945,United States of America,White,Win,e3,Kruijs Opening,dnetherly won by resignation,6.0,2018.09.09
Dontmesswithme_2,1943,United States of America,White,Resigned,b3,Soaranson,1943,United States of America,Black,Win,c5,Larsen Attack English Variation,Soaranson won by resignation,16.0,2018.09.09
Dontmesswithme_2,1935,United States of America,Black,Resigned,g6,1941riala,1971,Spain,White,Win,c4,Opening Great Snake Variation 2.Nc3 Bg7,1941riala won by resignation,44.0,2018.09.09
Dontmesswithme_2,1943,United States of America,White,Win,b3,chessprince1982,1931,United States of America,Black,Resigned,d5,Larsen Attack Classical Variation 2.Bb2,Dontmesswithme_2 won by resignation,59.0,2018.09.09
Dontmesswithme_2,1935,United States of America,Black,Resigned,e6,ruskacizma,1937,Serbia,White,Win,e4,Defense Normal Variation,ruskacizma won by resignation,16.0,2018.09.09
Dontmesswithme_2,1927,United States of America,Black,Resigned,e6,ulacan1,1939,Turkey,White,Win,d4,Pawn Opening English Defense 3.Nc3 Bb7 4.e4,ulacan1 won by resignation,15.0,2018.09.09
